PERSON_ID,PERSON_TYPE,CRASH_DATE,CITY,ZIPCODE,SEX,AGE,AIRBAG_DEPLOYED,INJURY_CLASSIFICATION,HOSPITAL,DRIVER_ACTION,Hour,Day,WeekDay,Month
O1195099,2,9/28/2021 17:30,CHICAGO,60615,F,34,NOT APPLICABLE,NONINCAPACITATING INJURY,NORTHWEESTERN,NONE,17,28,1,9
O1194180,2,9/28/2021 19:00,CHICAGO,60634,M,24,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,OTHER,19,28,1,9
O1194181,2,9/28/2021 19:00,CHICAGO,60649,M,34,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,OTHER,19,28,1,9
O1201293,2,9/28/2021 20:00,CHICAGO,60621,F,29,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,NONE,20,28,1,9
O1194186,2,9/28/2021 20:04,CHICAGO,60634,F,0,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,20,28,1,9
O1194199,2,9/28/2021 20:29,CHICAGO,60655,M,58,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,20,28,1,9
O1194220,2,9/28/2021 20:50,CHICAGO,60622,F,39,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,NORWEIGAN,UNKNOWN,20,28,1,9
O1194212,2,9/28/2021 21:00,CHICAGO,60623,M,54,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,21,28,1,9
O1194213,2,9/28/2021 21:00,CHICAGO,60625,F,21,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,21,28,1,9
O1194235,2,9/28/2021 21:40,CHICAGO,60625,M,79,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,COMMUNITY FIRST HOSPITAL,NONE,21,28,1,9
O1194251,2,9/28/2021 22:15,CHICAGO,60610,M,45,DID NOT DEPLOY,NO INDICATION OF INJURY,DECINED,UNKNOWN,22,28,1,9
O1194252,2,9/28/2021 22:15,CHICAGO,60625,M,40,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,UNKNOWN,22,28,1,9
O1194244,2,9/28/2021 23:05,CHICAGO,60636,F,39,NOT APPLICABLE,INCAPACITATING INJURY,HOLY CROSS,NONE,23,28,1,9
O1194267,2,9/29/2021 1:30,CHICAGO,60617,F,28,"DEPLOYED, SIDE","REPORTED, NOT EVIDENT",JACKSON PARK HOSPITAL,NONE,1,29,2,9
O1194331,2,9/29/2021 6:51,CHICAGO,60659,M,30,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,REFUSED,FOLLOWED TOO CLOSELY,6,29,2,9
O1194332,2,9/29/2021 6:51,CHICAGO,60659,M,0,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,REFUSED,NONE,6,29,2,9
O1194333,2,9/29/2021 6:51,CHICAGO,60640,M,53,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,6,29,2,9
O1194321,2,9/29/2021 7:40,CHICAGO,60630,M,32,NOT APPLICABLE,NO INDICATION OF INJURY,DECLINED EMS,IMPROPER LANE CHANGE,7,29,2,9
O1194322,2,9/29/2021 7:40,CHICAGO,60631,M,40,NOT APPLICABLE,NO INDICATION OF INJURY,DECLINED EMS,NONE,7,29,2,9
O1194411,2,9/29/2021 8:43,CHICAGO,60629,F,22,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,8,29,2,9
O1194403,2,9/29/2021 9:29,CHICAGO,60640,M,68,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,9,29,2,9
O1194404,2,9/29/2021 9:29,CHICAGO,60657,M,32,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,9,29,2,9
O1194431,2,9/29/2021 10:30,CHICAGO,60656,F,26,NOT APPLICABLE,NO INDICATION OF INJURY,DECLINED EMS,NONE,10,29,2,9
O1194470,2,9/29/2021 10:47,CHICAGO,60619,M,76,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED EMS,NONE,10,29,2,9
O1194492,2,9/29/2021 11:30,CHICAGO,60707,M,22,NOT APPLICABLE,"REPORTED, NOT EVIDENT",REFUSED EMS SERVICES,OTHER,11,29,2,9
O1194493,2,9/29/2021 11:30,CHICAGO,60630,F,38,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",REFUSED EMS SERVICES,OTHER,11,29,2,9
O1194646,2,9/29/2021 13:55,CHICAGO,60628,M,55,DID NOT DEPLOY,NONINCAPACITATING INJURY,WEST SUBURBAN HOSPITAL,NONE,13,29,2,9
O1194672,2,9/29/2021 14:24,CHICAGO,60644,M,75,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,OTHER,14,29,2,9
O1194674,2,9/29/2021 14:24,CHICAGO,60634,M,59,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,14,29,2,9
O1194604,2,9/29/2021 14:50,CHICAGO,60629,F,24,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,DECLINED,OTHER,14,29,2,9
O1194605,2,9/29/2021 14:50,CHICAGO,60636,F,53,NOT APPLICABLE,NONINCAPACITATING INJURY,DECLINED,NONE,14,29,2,9
O1194683,2,9/29/2021 15:03,CHICAGO,60617,F,83,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,TRINITY,FAILED TO YIELD,15,29,2,9
O1194684,2,9/29/2021 15:03,CHICAGO,60637,F,55,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,TRINITY,NONE,15,29,2,9
O1194736,2,9/29/2021 15:15,CHICAGO,60651,M,51,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED MED ATTN,NONE,15,29,2,9
O1194651,2,9/29/2021 15:20,CHICAGO,60601,M,33,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,IMPROPER LANE CHANGE,15,29,2,9
O1194731,2,9/29/2021 16:00,CHICAGO,60605,M,39,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,IMPROPER BACKING,16,29,2,9
O1194923,2,9/29/2021 16:45,CHICAGO,60651,F,58,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",COMMUNITY FIRST HOSPITAL,NONE,16,29,2,9
O1194755,2,9/29/2021 17:26,CHICAGO,60634,M,60,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,IMPROPER TURN,17,29,2,9
O1194907,2,9/29/2021 17:27,CHICAGO,60620,M,18,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,ST BENARD,UNKNOWN,17,29,2,9
O1194882,2,9/29/2021 17:43,CHICAGO,60604,F,58,DID NOT DEPLOY,NONINCAPACITATING INJURY,NORTHWESTERN,NONE,17,29,2,9
O1194865,2,9/29/2021 18:30,CHICAGO,60621,M,23,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED MED ATTN,FAILED TO YIELD,18,29,2,9
O1194866,2,9/29/2021 18:30,CHICAGO,60639,F,25,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED MED ATTN,NONE,18,29,2,9
O1194941,2,9/29/2021 22:04,CHICAGO,60623,M,57,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,MOUNT SINAI,UNKNOWN,22,29,2,9
O1194952,2,9/30/2021 0:15,CHICAGO,60630,M,57,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,0,30,3,9
O1194971,2,9/30/2021 2:03,CHICAGO,60617,M,48,DID NOT DEPLOY,NONINCAPACITATING INJURY,HOLY CROSS HOSPITAL,IMPROPER LANE CHANGE,2,30,3,9
O1195034,2,9/30/2021 6:22,CHICAGO,60632,F,24,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,6,30,3,9
O1195035,2,9/30/2021 6:22,CHICAGO,60609,F,37,NOT APPLICABLE,NONINCAPACITATING INJURY,ST ANTHONY,NONE,6,30,3,9
O1194993,2,9/30/2021 6:45,CHICAGO,60609,M,37,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,6,30,3,9
O1195046,2,9/30/2021 8:03,CHICAGO,60644,M,16,"DEPLOYED, FRONT",NO INDICATION OF INJURY,DECLINED,FOLLOWED TOO CLOSELY,8,30,3,9
O1195058,2,9/30/2021 8:33,CHICAGO,60638,F,0,"DEPLOYED, COMBINATION",INCAPACITATING INJURY,MACNEAL HOSPITAL,NONE,8,30,3,9
O1195069,2,9/30/2021 8:38,CHICAGO,60618,M,29,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,8,30,3,9
O1195089,2,9/30/2021 9:04,CHICAGO,60644,M,24,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,9,30,3,9
O1195090,2,9/30/2021 9:04,CHICAGO,60643,M,39,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,OTHER,9,30,3,9
O1195074,2,9/30/2021 9:25,CHICAGO,60616,M,50,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",LITTLE COMPANY OF MARY,IMPROPER LANE CHANGE,9,30,3,9
O1195097,2,9/30/2021 9:35,CHICAGO,60622,M,39,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,REFUSED,NONE,9,30,3,9
O1195137,2,9/30/2021 11:00,CHICAGO,60618,F,30,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,11,30,3,9
O1195151,2,9/30/2021 11:18,CHICAGO,60615,F,0,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,11,30,3,9
O1195201,2,9/30/2021 12:18,CHICAGO,60624,M,48,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,12,30,3,9
O1195231,2,9/30/2021 13:21,CHICAGO,60620,F,57,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,REFUSED EMS ON SCENE,FAILED TO YIELD,13,30,3,9
O1195232,2,9/30/2021 13:21,CHICAGO,60620,M,67,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED EMS ON SCENE,NONE,13,30,3,9
O1195244,2,9/30/2021 13:40,CHICAGO,60616,M,37,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,NONE,13,30,3,9
O1195312,2,9/30/2021 13:45,CHICAGO,60645,M,39,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,NONE,13,30,3,9
O1195395,2,9/30/2021 14:09,CHICAGO,60616,F,51,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,NONE,14,30,3,9
O1195375,2,9/30/2021 14:39,CHICAGO,60639,M,40,DID NOT DEPLOY,NO INDICATION OF INJURY,HUMBOLT PARK HOSPITAL,NONE,14,30,3,9
O1195434,2,9/30/2021 16:16,CHICAGO,60632,F,27,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,16,30,3,9
O1195410,2,9/30/2021 17:07,CHICAGO,60615,F,48,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,17,30,3,9
O1195411,2,9/30/2021 17:07,CHICAGO,60640,F,29,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,17,30,3,9
O1195531,2,9/30/2021 17:20,CHICAGO,60612,F,20,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,RUSH OAK PARK HOSPITAL,NONE,17,30,3,9
O1195439,2,9/30/2021 17:25,CHICAGO,60618,M,73,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,IMPROPER PARKING,17,30,3,9
O1195464,2,9/30/2021 18:00,CHICAGO,60617,M,30,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,18,30,3,9
O1195525,2,9/30/2021 18:04,CHICAGO,60617,M,33,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,18,30,3,9
O1196936,2,9/30/2021 18:07,CHICAGO,60651,M,31,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,OTHER,18,30,3,9
O1196937,2,9/30/2021 18:07,CHICAGO,60609,M,22,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,18,30,3,9
O1195617,2,9/30/2021 20:34,CHICAGO,60660,F,24,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,IMPROPER TURN,20,30,3,9
O1195618,2,9/30/2021 20:59,CHICAGO,60608,M,39,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED EMS,FOLLOWED TOO CLOSELY,20,30,3,9
O1195619,2,9/30/2021 20:59,CHICAGO,60608,M,29,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED EMS,NONE,20,30,3,9
O1195630,2,9/30/2021 21:25,CHICAGO,60634,M,52,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,21,30,3,9
O1195631,2,9/30/2021 21:25,CHICAGO,60632,F,32,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED,NONE,21,30,3,9
O1195661,2,9/30/2021 21:41,CHICAGO,60641,F,29,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,UNKNOWN,21,30,3,9
O1195638,2,9/30/2021 22:35,CHICAGO,60618,F,29,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,UNKNOWN,22,30,3,9
O1195639,2,9/30/2021 22:35,CHICAGO,60651,M,46,"DEPLOYED, SIDE",NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,22,30,3,9
O1195697,2,9/30/2021 23:11,CHICAGO,60181,M,25,DID NOT DEPLOY,INCAPACITATING INJURY,CHRIST HOSPITAL,OTHER,23,30,3,9
O1195679,2,10/1/2021 0:30,CHICAGO,60641,M,55,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,OTHER,0,1,4,10
O1195710,2,10/1/2021 2:45,CHICAGO,60609,M,25,DEPLOYMENT UNKNOWN,NONINCAPACITATING INJURY,COOK COUNTY,IMPROPER LANE CHANGE,2,1,4,10
O1195750,2,10/1/2021 6:30,CHICAGO,60631,F,0,DID NOT DEPLOY,NO INDICATION OF INJURY,EMS DECLINED ON SCENE,OTHER,6,1,4,10
O1195784,2,10/1/2021 7:20,CHICAGO,60629,M,55,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,FAILED TO YIELD,7,1,4,10
O1195785,2,10/1/2021 7:20,CHICAGO,60629,F,37,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,NONE,7,1,4,10
O1195765,2,10/1/2021 7:40,CHICAGO,60643,F,45,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,OTHER,7,1,4,10
O1195825,2,10/1/2021 8:00,CHICAGO,60707,M,48,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,IMPROPER TURN,8,1,4,10
O1195826,2,10/1/2021 8:00,CHICAGO,60642,F,45,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,8,1,4,10
O1195872,2,10/1/2021 8:28,CHICAGO,60621,M,23,DID NOT DEPLOY,NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO,DISREGARDED CONTROL DEVICES,8,1,4,10
O1195831,2,10/1/2021 8:30,CHICAGO,60632,F,23,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,8,1,4,10
O1195832,2,10/1/2021 8:30,CHICAGO,60632,F,35,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,REFUSED,NONE,8,1,4,10
O1195890,2,10/1/2021 9:27,CHICAGO,60651,M,63,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,9,1,4,10
O1196011,2,10/1/2021 10:20,CHICAGO,60641,F,44,DID NOT DEPLOY,NONINCAPACITATING INJURY,COMMUITY FIRST,NONE,10,1,4,10
O1196641,2,10/1/2021 11:02,CHICAGO,60609,M,44,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",RUSH,NONE,11,1,4,10
O1195937,2,10/1/2021 11:30,CHICAGO,60617,M,64,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,11,1,4,10
O1195938,2,10/1/2021 11:30,CHICAGO,60609,M,66,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,11,1,4,10
O1195944,2,10/1/2021 11:44,CHICAGO,60634,F,40,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,11,1,4,10
O1195950,2,10/1/2021 11:45,CHICAGO,60707,F,31,"DEPLOYED, FRONT",NO INDICATION OF INJURY,DNA,UNKNOWN,11,1,4,10
O1196046,2,10/1/2021 12:00,CHICAGO,60644,F,48,DEPLOYMENT UNKNOWN,NONINCAPACITATING INJURY,NORWEGIAN,NONE,12,1,4,10
O1261441,2,10/1/2021 12:30,CHICAGO,60632,M,0,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,12,1,4,10
O1261442,2,10/1/2021 12:30,CHICAGO,60632,M,18,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,12,1,4,10
O1196033,2,10/1/2021 13:57,CHICAGO,60608,M,27,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,13,1,4,10
O1196707,2,10/1/2021 14:05,CHICAGO,60632,M,28,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,FAILED TO YIELD,14,1,4,10
O1196708,2,10/1/2021 14:05,CHICAGO,60638,M,42,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,NONE,14,1,4,10
O1196043,2,10/1/2021 14:35,CHICAGO,60617,F,39,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,NORTHWESTERN HOSPITAL,OTHER,14,1,4,10
O1196044,2,10/1/2021 14:35,CHICAGO,60680,M,42,DID NOT DEPLOY,NONINCAPACITATING INJURY,NORTHWESTERN HOSITAL,OTHER,14,1,4,10
O1196171,2,10/1/2021 14:55,CHICAGO,60623,M,8,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,NONE,14,1,4,10
O1196172,2,10/1/2021 14:55,CHICAGO,60623,M,35,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,RUSH HOSPITAL,NONE,14,1,4,10
O1196058,2,10/1/2021 15:13,CHICAGO,60636,F,31,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSE,UNKNOWN,15,1,4,10
O1198498,2,10/1/2021 15:15,CHICAGO,60641,M,37,DID NOT DEPLOY,NO INDICATION OF INJURY,EMS REFUSED,NONE,15,1,4,10
O1196294,2,10/1/2021 15:20,CHICAGO,60639,F,45,"DEPLOYED, FRONT",INCAPACITATING INJURY,NORWEGIAN,OTHER,15,1,4,10
O1196102,2,10/1/2021 15:45,CHICAGO,60618,M,57,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,15,1,4,10
O1196221,2,10/1/2021 16:05,CHICAGO,60623,M,29,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,DECLINED,FAILED TO YIELD,16,1,4,10
O1196163,2,10/1/2021 16:16,CHICAGO,60608,F,29,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,FAILED TO YIELD,16,1,4,10
O1196273,2,10/1/2021 16:30,CHICAGO,60623,M,44,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,NONE,16,1,4,10
O1196245,2,10/1/2021 16:40,CHICAGO,60623,M,31,NOT APPLICABLE,NONINCAPACITATING INJURY,ST ANTHONY,NONE,16,1,4,10
O1196903,2,10/1/2021 17:00,CHICAGO,60621,F,35,DID NOT DEPLOY,NONINCAPACITATING INJURY,ST BERNARD,NONE,17,1,4,10
O1196257,2,10/1/2021 17:10,CHICAGO,60652,F,24,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,LITTLE COMPANY,OTHER,17,1,4,10
O1196258,2,10/1/2021 17:10,CHICAGO,60620,F,61,"DEPLOYED, SIDE",NONINCAPACITATING INJURY,LITTLE COMPANY,FAILED TO YIELD,17,1,4,10
O1196367,2,10/1/2021 18:00,CHICAGO,60609,M,26,NOT APPLICABLE,INCAPACITATING INJURY,CHRIST,DISREGARDED CONTROL DEVICES,18,1,4,10
O1196375,2,10/1/2021 18:00,CHICAGO,60659,F,58,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,18,1,4,10
O1196381,2,10/1/2021 18:00,CHICAGO,60609,M,63,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,UNIVERSITY CHICAGO,UNKNOWN,18,1,4,10
O1196399,2,10/1/2021 18:30,CHICAGO,60619,F,27,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,JACKSON PARK,UNKNOWN,18,1,4,10
O1196400,2,10/1/2021 18:30,CHICAGO,60649,F,80,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,SOUTH SHORE,NONE,18,1,4,10
O1196366,2,10/1/2021 18:38,CHICAGO,60647,F,56,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",ILLINOIS MASONIC HOSPITAL,UNKNOWN,18,1,4,10
O1196364,2,10/1/2021 18:39,CHICAGO,60609,M,17,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,REFUSED EMS,OVERCORRECTED,18,1,4,10
O1196359,2,10/1/2021 18:44,CHICAGO,60637,F,29,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,NONE,18,1,4,10
O1196446,2,10/1/2021 19:20,CHICAGO,60609,M,19,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,HOLY CROSS,WRONG WAY/SIDE,19,1,4,10
O1196441,2,10/1/2021 19:25,CHICAGO,60639,M,37,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,OTHER,19,1,4,10
O1196415,2,10/1/2021 20:15,CHICAGO,60629,M,30,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,20,1,4,10
O1196492,2,10/1/2021 20:15,CHICAGO,60624,F,35,DID NOT DEPLOY,NO INDICATION OF INJURY,MT. SINAI,UNKNOWN,20,1,4,10
O1196496,2,10/1/2021 20:15,CHICAGO,60644,M,28,DID NOT DEPLOY,NONINCAPACITATING INJURY,LORETTO,NONE,20,1,4,10
O1196461,2,10/1/2021 20:43,CHICAGO,60632,M,17,"DEPLOYED, FRONT",NO INDICATION OF INJURY,NORTHWESTERN HOSPITAL,DISREGARDED CONTROL DEVICES,20,1,4,10
O1196469,2,10/1/2021 21:38,CHICAGO,60659,M,27,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,UNKNOWN,21,1,4,10
O1196535,2,10/1/2021 22:55,CHICAGO,60634,F,31,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,ILLINOIS MASONIC,OTHER,22,1,4,10
O1196536,2,10/1/2021 22:55,CHICAGO,60651,M,27,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,COMMUNITY FIRST MEDICAL CENTER,NONE,22,1,4,10
O1196498,2,10/1/2021 23:27,CHICAGO,60623,M,31,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,UIC,NONE,23,1,4,10
O1196499,2,10/1/2021 23:27,CHICAGO,60608,M,23,DID NOT DEPLOY,NONINCAPACITATING INJURY,STROGER HOSPITAL,UNKNOWN,23,1,4,10
O1196601,2,10/2/2021 1:30,CHICAGO,60659,M,43,DEPLOYMENT UNKNOWN,NONINCAPACITATING INJURY,NORTHWESTERN,NONE,1,2,5,10
O1196585,2,10/2/2021 2:08,CHICAGO,60634,M,0,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,CFD AMBULANCE 63,UNKNOWN,2,2,5,10
O1196556,2,10/2/2021 2:25,CHICAGO,60643,F,34,DID NOT DEPLOY,NONINCAPACITATING INJURY,ST. BERNARDS,OTHER,2,2,5,10
O1196583,2,10/2/2021 3:20,CHICAGO,60644,F,31,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,3,2,5,10
O1196584,2,10/2/2021 3:20,CHICAGO,60616,M,22,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,3,2,5,10
O1198441,2,10/2/2021 4:50,CHICAGO,60622,F,42,"DEPLOYED, FRONT","REPORTED, NOT EVIDENT",REFUSED,NONE,4,2,5,10
O1196649,2,10/2/2021 7:00,CHICAGO,60629,M,45,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,UNKNOWN,7,2,5,10
O1196650,2,10/2/2021 7:00,CHICAGO,60632,F,23,"DEPLOYED, SIDE",NO INDICATION OF INJURY,REFUSED,UNKNOWN,7,2,5,10
O1196681,2,10/2/2021 7:21,CHICAGO,60634,F,29,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,NORTHWESTERN MEMORIAL HOSPITAL,NONE,7,2,5,10
O1196704,2,10/2/2021 8:30,CHICAGO,60617,M,50,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,8,2,5,10
O1205562,2,10/2/2021 9:10,CHICAGO,60609,M,56,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,NONE,9,2,5,10
O1196791,2,10/2/2021 10:34,CHICAGO,60660,M,25,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,ST FRANCIS HOSPITAL,IMPROPER TURN,10,2,5,10
O1196792,2,10/2/2021 10:34,CHICAGO,60626,M,72,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,ST FRANCIS HOSPITAL,NONE,10,2,5,10
O1201707,2,10/2/2021 11:30,CHICAGO,60629,M,0,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,UNKNOWN,11,2,5,10
O1201708,2,10/2/2021 11:30,CHICAGO,60629,M,44,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,NONE,11,2,5,10
O1196868,2,10/2/2021 12:22,CHICAGO,60644,F,37,DEPLOYMENT UNKNOWN,NONINCAPACITATING INJURY,ST. BERNARD,NONE,12,2,5,10
O1196836,2,10/2/2021 12:40,CHICAGO,60629,M,33,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,FAILED TO YIELD,12,2,5,10
O1196837,2,10/2/2021 12:40,CHICAGO,60629,M,18,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,NONE,12,2,5,10
O1196886,2,10/2/2021 13:15,CHICAGO,60629,F,33,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,13,2,5,10
O1196887,2,10/2/2021 13:15,CHICAGO,60643,F,58,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,HOLY CROSS,NONE,13,2,5,10
O1197519,2,10/2/2021 13:15,CHICAGO,60641,F,62,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,NONE,13,2,5,10
O1197084,2,10/2/2021 13:19,CHICAGO,60620,M,32,"DEPLOYED, FRONT",INCAPACITATING INJURY,NORTHWESTERN HOSPITAL,IMPROPER LANE CHANGE,13,2,5,10
O1196946,2,10/2/2021 13:37,CHICAGO,60612,F,36,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,MT SINAI,DISREGARDED CONTROL DEVICES,13,2,5,10
O1197012,2,10/2/2021 14:20,CHICAGO,60623,M,69,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,MT SINAI,NONE,14,2,5,10
O1197186,2,10/2/2021 14:30,CHICAGO,60617,F,28,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,NONE,14,2,5,10
O1199090,2,10/2/2021 14:40,CHICAGO,60620,F,34,"DEPLOYED, FRONT",NO INDICATION OF INJURY,ST BERNARD,UNKNOWN,14,2,5,10
O1197575,2,10/2/2021 15:00,CHICAGO,60639,M,37,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,15,2,5,10
O1197110,2,10/2/2021 15:05,CHICAGO,60626,M,18,DID NOT DEPLOY,NONINCAPACITATING INJURY,DNA,IMPROPER LANE CHANGE,15,2,5,10
